commercial_id,title,nice_class,description,year,lustrum,duration_in_seconds,source,has_been_transcribed,palette_extracted
TXwibKvJ0pA.s33,birra Tuborg,32,,1991,1990_1994,16.0,mDeplo (YouTube),True,True
TXwibKvJ0pA.s34,Magnum Algida,30,,1991,1990_1994,30.0,mDeplo (YouTube),True,True
TXwibKvJ0pA.s35,"compilation ""Pavesi Sound Dance Collection"" - Disco Magic",9,,1991,1990_1994,22.0,mDeplo (YouTube),True,True
TXwibKvJ0pA.s37,profumo Gocce Gocce di Napoleon,3,,1991,1990_1994,31.0,mDeplo (YouTube),True,True
TXwibKvJ0pA.s38,orologi Swatch,14,,1991,1990_1994,16.0,mDeplo (YouTube),True,True
TXwibKvJ0pA.s40,concorso Coca Cola,32,,1991,1990_1994,32.0,mDeplo (YouTube),True,True
TXwibKvJ0pA.s45,Volkswagen Transporter,12,,1991,1990_1994,51.0,mDeplo (YouTube),True,True
TXwibKvJ0pA.s46,birra Moretti,32,,1991,1990_1994,16.0,mDeplo (YouTube),True,True
TXwibKvJ0pA.s47,prestiti I.F.I.P. (con Gino Bramieri),36,,1991,1990_1994,31.0,mDeplo (YouTube),True,True
TXwibKvJ0pA.s48,carta di credito American Express,36,,1991,1990_1994,31.0,mDeplo (YouTube),True,True
TXwibKvJ0pA.s49,"Cornetto Algida ""Cuore di panna""",30,,1991,1990_1994,16.0,mDeplo (YouTube),True,True
TXwibKvJ0pA.s52,birra Dab,32,,1991,1990_1994,31.0,mDeplo (YouTube),True,True
TXwibKvJ0pA.s55,offerte costumi da bagno Standa,35,,1991,1990_1994,31.0,mDeplo (YouTube),True,True
TXwibKvJ0pA.s63,rum Bacardi,33,,1991,1990_1994,32.0,mDeplo (YouTube),True,True
TXwibKvJ0pA.s65,TV Sorrisi e Canzoni,16,,1991,1990_1994,31.0,mDeplo (YouTube),True,True
TXwibKvJ0pA.s68,corriere Federal Express,39,,1991,1990_1994,31.0,mDeplo (YouTube),True,True
e4fKPpRSUzU.s5,concorso Lo Strappazzo Esso,4,,1991,1990_1994,10.0,mDeplo (YouTube),True,True
e4fKPpRSUzU.s6,regali crackers Motta,30,,1991,1990_1994,16.0,mDeplo (YouTube),True,True
e4fKPpRSUzU.s8,Silkèpil Braun,8,,1991,1990_1994,21.0,mDeplo (YouTube),True,True
e4fKPpRSUzU.s9,acqua Recoaro,32,,1991,1990_1994,16.0,mDeplo (YouTube),True,True
e4fKPpRSUzU.s15,carta fotografica Kodak,9,,1991,1990_1994,11.0,mDeplo (YouTube),True,True
e4fKPpRSUzU.s16,Leocrema,3,,1991,1990_1994,31.0,mDeplo (YouTube),True,True
e4fKPpRSUzU.s17,Isostad,5,,1991,1990_1994,11.0,mDeplo (YouTube),True,True
e4fKPpRSUzU.s19,detersivo piatti Svelto,3,,1991,1990_1994,31.0,mDeplo (YouTube),True,True
e4fKPpRSUzU.s20,modellini in regalo con olio Sintiax IP,4,,1991,1990_1994,8.0,mDeplo (YouTube),True,True
e4fKPpRSUzU.s21,maionese Calvè,30,,1991,1990_1994,16.0,mDeplo (YouTube),True,True
lCg1RM4m45Y.s0,profilattici 2003,10,,1984,1980_1984,11.0,mDeplo (YouTube),True,True
lCg1RM4m45Y.s1,tendine parasole per auto FiltraVedo,12,,1984,1980_1984,16.0,mDeplo (YouTube),True,True
lCg1RM4m45Y.s2,macchine da scrivere elettriche Tec,16,,1984,1980_1984,19.0,mDeplo (YouTube),True,True
lCg1RM4m45Y.s3,whisky Cutty Sark,33,,1984,1980_1984,15.0,mDeplo (YouTube),True,True
lCg1RM4m45Y.s4,Hyundai Pony,12,,1984,1980_1984,34.0,mDeplo (YouTube),True,True
LRELiwLC0tA.s2,Viennetta Algida,30,,1997,1995_1999,21.0,mDeplo (YouTube),True,True
LRELiwLC0tA.s3,promozione turistica Valle d'Aosta,35,,1997,1995_1999,31.0,mDeplo (YouTube),True,True
LRELiwLC0tA.s4,cancelli elettrici Faac,7,,1997,1995_1999,11.0,mDeplo (YouTube),True,True
LRELiwLC0tA.s5,Tic Tac Ferrero,30,,1997,1995_1999,16.0,mDeplo (YouTube),True,True
LRELiwLC0tA.s6,acqua Vera,32,,1997,1995_1999,16.0,mDeplo (YouTube),True,True
LRELiwLC0tA.s7,8xmille alla Chiesa Cattolica - CEI,36,,1997,1995_1999,30.0,mDeplo (YouTube),True,True
LRELiwLC0tA.s8,Maxibon Motta,30,,1997,1995_1999,31.0,mDeplo (YouTube),True,True
LRELiwLC0tA.s9,Audi A6,12,,1997,1995_1999,31.0,mDeplo (YouTube),True,True
LRELiwLC0tA.s10,Macine Mulino Bianco,30,,1997,1995_1999,16.0,mDeplo (YouTube),True,True
LRELiwLC0tA.s11,Oneaday Bayer,5,,1997,1995_1999,10.0,mDeplo (YouTube),True,True
LRELiwLC0tA.s16,Maxicono Motta,30,,1997,1995_1999,30.0,mDeplo (YouTube),True,True
LRELiwLC0tA.s17,Riso Gallo Blond,30,,1997,1995_1999,10.0,mDeplo (YouTube),True,True
LRELiwLC0tA.s18,carta igienica e carta casa Ecolution Lucart,16,,1997,1995_1999,32.0,mDeplo (YouTube),True,True
LRELiwLC0tA.s20,rasoi Gillette SensorExcel Pour Elle,8,,1997,1995_1999,16.0,mDeplo (YouTube),True,True
LRELiwLC0tA.s22,latte al cacao Granarolo (con Teo Teocoli),29,,1997,1995_1999,29.0,mDeplo (YouTube),True,True
LRELiwLC0tA.s23,Cose di Casa Gruppo Editoriale Universo,16,,1997,1995_1999,31.0,mDeplo (YouTube),True,True
LRELiwLC0tA.s24,Solero Algida,30,,1997,1995_1999,16.0,mDeplo (YouTube),True,True
LRELiwLC0tA.s25,dentifricio Iodosan,3,,1997,1995_1999,21.0,mDeplo (YouTube),True,True
LRELiwLC0tA.s30,Aprilia SR 50 Stealth,12,,1997,1995_1999,30.0,mDeplo (YouTube),True,True
LRELiwLC0tA.s31,caffè Splendid,30,,1997,1995_1999,31.0,mDeplo (YouTube),True,True
LRELiwLC0tA.s32,Jocca Kraft,29,,1997,1995_1999,31.0,mDeplo (YouTube),True,True
LRELiwLC0tA.s35,"Futur Post Network, recapiti nel futuro",39,,1997,1995_1999,15.0,mDeplo (YouTube),True,True
LRELiwLC0tA.s36,cereali aggregati Essere Mulino Bianco,30,,1997,1995_1999,21.0,mDeplo (YouTube),True,True
LRELiwLC0tA.s37,Limoncè Stock,33,,1997,1995_1999,31.0,mDeplo (YouTube),True,True
LRELiwLC0tA.s38,"album ""Anime in gioco"" - Claudio Baglioni",9,,1997,1995_1999,32.0,mDeplo (YouTube),True,True
6ez1LQmtfoM.s1,birra Heineken,32,,1987,1985_1989,31.0,mDeplo (YouTube),True,True
6ez1LQmtfoM.s2,scarpe American Eagle,25,,1987,1985_1989,31.0,mDeplo (YouTube),True,True
6ez1LQmtfoM.s3,Renault Supercinque (con Johnny Dorelli),12,,1987,1985_1989,31.0,mDeplo (YouTube),True,True
6ez1LQmtfoM.s4,"compilation ""Deejay Holiday""",9,,1987,1985_1989,16.0,mDeplo (YouTube),True,True
6ez1LQmtfoM.s5,linea Styling Scientel (SHAMPOO),3,,1987,1985_1989,30.0,mDeplo (YouTube),True,True
6ez1LQmtfoM.s7,carta igienica Cotonelle,16,,1987,1985_1989,21.0,mDeplo (YouTube),True,True
6ez1LQmtfoM.s8,succhi di frutta Skipper Zuegg,32,,1987,1985_1989,22.0,mDeplo (YouTube),True,True
6ez1LQmtfoM.s9,Vocabolario europeo dell'estate con Oggi,16,,1987,1985_1989,15.0,mDeplo (YouTube),True,True
6ez1LQmtfoM.s10,banca Cariplo,36,,1987,1985_1989,16.0,mDeplo (YouTube),True,True
6ez1LQmtfoM.s11,tonno Alco,29,,1987,1985_1989,41.0,mDeplo (YouTube),True,True
6ez1LQmtfoM.s12,promozione consumo vino,33,,1987,1985_1989,32.0,mDeplo (YouTube),True,True
6ez1LQmtfoM.s14,olio d'oliva Sapio,29,,1987,1985_1989,11.0,mDeplo (YouTube),True,True
6ez1LQmtfoM.s15,"Cornetto Algida ""Cuore di panna""",30,,1987,1985_1989,31.0,mDeplo (YouTube),True,True
6ez1LQmtfoM.s16,vini Folì Folonari,33,,1987,1985_1989,31.0,mDeplo (YouTube),True,True
6ez1LQmtfoM.s17,birra McFarland,32,,1987,1985_1989,31.0,mDeplo (YouTube),True,True
6ez1LQmtfoM.s18,Brancamenta,33,,1987,1985_1989,16.0,mDeplo (YouTube),True,True
6ez1LQmtfoM.s19,Cristallina Ferrero,30,,1987,1985_1989,16.0,mDeplo (YouTube),True,True
6ez1LQmtfoM.s20,"album ""Vai Rrouge"" - Enrico Ruggeri",9,,1987,1985_1989,10.0,mDeplo (YouTube),True,True
d1xIrVwMOg8.s1,tonno Simmenthal,29,,1984,1980_1984,32.0,mDeplo (YouTube),True,True
d1xIrVwMOg8.s2,acqua Fonte Bracca,32,,1984,1980_1984,19.0,mDeplo (YouTube),True,True
d1xIrVwMOg8.s3,formaggio Stellina Foresti,29,,1984,1980_1984,14.0,mDeplo (YouTube),True,True
alprHGSDADo.s0,pavimenti in cotto Manifattura Montecchi,19,,1984,1980_1984,36.0,mDeplo (YouTube),True,True
alprHGSDADo.s1,concorso Cogli la margherita e vinci Conad,35,,1984,1980_1984,32.0,mDeplo (YouTube),True,True
alprHGSDADo.s2,Qantas (compagnia aerea),39,,1984,1980_1984,16.0,mDeplo (YouTube),True,True
alprHGSDADo.s3,concime Substral,1,,1984,1980_1984,22.0,mDeplo (YouTube),True,True
SWwRtWBJLfs.s1,integratore Crusken Midy,5,,1987,1985_1989,32.0,mDeplo (YouTube),True,True
SWwRtWBJLfs.s2,OranSoda Crodo,32,,1987,1985_1989,16.0,mDeplo (YouTube),True,True
SWwRtWBJLfs.s3,detersivo Nelsen Piatti,3,,1987,1985_1989,31.0,mDeplo (YouTube),True,True
SWwRtWBJLfs.s4,Opel Kadett GSi,12,,1987,1985_1989,30.0,mDeplo (YouTube),True,True
SWwRtWBJLfs.s5,tonno Mareblu Simmenthal,29,,1987,1985_1989,31.0,mDeplo (YouTube),True,True
SWwRtWBJLfs.s6,concorso caramelle Maxigusto Charms,30,,1987,1985_1989,32.0,mDeplo (YouTube),True,True
VpjQryoNRnI.s2,Adidas,25,,1987,1985_1989,20.0,mDeplo (YouTube),True,True
VpjQryoNRnI.s3,pellicole Kodacolor Gold Kodak,9,,1987,1985_1989,31.0,mDeplo (YouTube),True,True
VpjQryoNRnI.s4,ketchup Mato Mato Kraft,29,,1987,1985_1989,16.0,mDeplo (YouTube),True,True
VpjQryoNRnI.s5,mensile Ciak,16,,1987,1985_1989,7.0,mDeplo (YouTube),True,True
VpjQryoNRnI.s7,concorso distributori Erg e Chevron,4,,1987,1985_1989,31.0,mDeplo (YouTube),True,True
VpjQryoNRnI.s10,detersivo Sole Bianco,3,,1987,1985_1989,31.0,mDeplo (YouTube),True,True
VpjQryoNRnI.s11,profumo Drakkar Noir Guy Laroche,3,,1987,1985_1989,20.0,mDeplo (YouTube),True,True
VpjQryoNRnI.s12,birra Nastro Azzurro Peroni,32,,1987,1985_1989,31.0,mDeplo (YouTube),True,True
VpjQryoNRnI.s13,Piaggio,12,,1987,1985_1989,41.0,mDeplo (YouTube),True,True
VpjQryoNRnI.s15,gamma Renault e Jeep,12,,1987,1985_1989,32.0,mDeplo (YouTube),True,True
VpjQryoNRnI.s16,concorso Ferrari brandy Vecchia Romagna Etichetta Nera,33,,1987,1985_1989,21.0,mDeplo (YouTube),True,True
VpjQryoNRnI.s17,bagnoschiuma Camay,3,,1987,1985_1989,30.0,mDeplo (YouTube),True,True
VpjQryoNRnI.s18,Chinò Sanpellegrino,32,,1987,1985_1989,11.0,mDeplo (YouTube),True,True
VpjQryoNRnI.s19,detergente intimo Lines Lei,3,,1987,1985_1989,11.0,mDeplo (YouTube),True,True
62JPjvKAHiU.s2,dentifricio Aquafresh,3,,1987,1985_1989,31.0,mDeplo (YouTube),True,True
62JPjvKAHiU.s3,concorso 300.000 GranRegali crackers Gran Pavesi,30,,1987,1985_1989,16.0,mDeplo (YouTube),True,True
62JPjvKAHiU.s4,scaldabagno Giancaldo Ariston,11,,1987,1985_1989,30.0,mDeplo (YouTube),True,True
62JPjvKAHiU.s5,La storia della musica con La Repubblica,16,,1987,1985_1989,31.0,mDeplo (YouTube),True,True
62JPjvKAHiU.s6,succhi di frutta Jolly Colombani,32,,1987,1985_1989,21.0,mDeplo (YouTube),True,True
62JPjvKAHiU.s9,Baygon scarafaggi e formiche Bayer,5,,1987,1985_1989,21.0,mDeplo (YouTube),True,True
62JPjvKAHiU.s10,Renault 9 e 11 Spring,12,,1987,1985_1989,31.0,mDeplo (YouTube),True,True
62JPjvKAHiU.s11,Amaro Ramazzotti,33,,1987,1985_1989,20.0,mDeplo (YouTube),True,True
62JPjvKAHiU.s15,olio motore Esso,4,,1987,1985_1989,31.0,mDeplo (YouTube),True,True
62JPjvKAHiU.s16,detersivo Dash,3,,1987,1985_1989,31.0,mDeplo (YouTube),True,True
62JPjvKAHiU.s17,La Sorbetteria di Ranieri,30,,1987,1985_1989,31.0,mDeplo (YouTube),True,True
62JPjvKAHiU.s18,birra Peroni,32,,1987,1985_1989,31.0,mDeplo (YouTube),True,True
62JPjvKAHiU.s20,yogurt Vitasnella Danone,29,,1987,1985_1989,17.0,mDeplo (YouTube),True,True
62JPjvKAHiU.s22,olio Sasso,29,,1987,1985_1989,20.0,mDeplo (YouTube),True,True
62JPjvKAHiU.s23,birra Henninger,32,,1987,1985_1989,16.0,mDeplo (YouTube),True,True
62JPjvKAHiU.s24,caramelle Frolling Roll Perugina,30,,1987,1985_1989,16.0,mDeplo (YouTube),True,True
62JPjvKAHiU.s25,deodoranti Malizia Mirato,3,,1987,1985_1989,33.0,mDeplo (YouTube),True,True
62JPjvKAHiU.s26,spazzolini Mentadent,21,,1987,1985_1989,31.0,mDeplo (YouTube),True,True
62JPjvKAHiU.s29,Fiat Croma,12,,1987,1985_1989,31.0,mDeplo (YouTube),True,True
62JPjvKAHiU.s30,deodorante Impulse Enigma,3,,1987,1985_1989,31.0,mDeplo (YouTube),True,True
62JPjvKAHiU.s31,Sanbittèr Sanpellegrino,32,,1987,1985_1989,31.0,mDeplo (YouTube),True,True
62JPjvKAHiU.s32,dentifricio Neo Mentadent P,3,,1987,1985_1989,40.0,mDeplo (YouTube),True,True
62JPjvKAHiU.s33,collare antipulci Bolfo Bayer,5,,1987,1985_1989,11.0,mDeplo (YouTube),True,True
62JPjvKAHiU.s35,acqua Fabia,32,,1987,1985_1989,21.0,mDeplo (YouTube),True,True
62JPjvKAHiU.s36,Fienamina Recordati,5,,1987,1985_1989,31.0,mDeplo (YouTube),True,True
62JPjvKAHiU.s37,elettrodomestici Ocean,11,,1987,1985_1989,31.0,mDeplo (YouTube),True,True
62JPjvKAHiU.s39,deodoranti Axe,3,,1987,1985_1989,31.0,mDeplo (YouTube),True,True
bVuZfrEYIYo.s2,Suzuki Vitara,12,,1991,1990_1994,16.0,mDeplo (YouTube),True,True
bVuZfrEYIYo.s3,yogurt Mio Nestlè,29,,1991,1990_1994,31.0,mDeplo (YouTube),True,True
bVuZfrEYIYo.s4,orologi Lucien Rochat,14,,1991,1990_1994,31.0,mDeplo (YouTube),True,True
bVuZfrEYIYo.s5,Sanbittèr Sanpellegrino,32,,1991,1990_1994,16.0,mDeplo (YouTube),True,True
bVuZfrEYIYo.s6,Il grande atlante stradale d'Italia con Oggi,16,,1991,1990_1994,21.0,mDeplo (YouTube),True,True
bVuZfrEYIYo.s7,Opel Vectra,12,,1991,1990_1994,31.0,mDeplo (YouTube),True,True
EolD6dDQKRE.s4,Cagiva Mito 125cc,12,,1992,1990_1994,31.0,mDeplo (YouTube),True,True
EolD6dDQKRE.s5,centri capelli MediCenter,44,,1992,1990_1994,31.0,mDeplo (YouTube),True,True
EolD6dDQKRE.s6,profumo 1881 Nino Cerruti,3,,1992,1990_1994,16.0,mDeplo (YouTube),True,True
c47O8r9iLxE.s2,lavatrice Indesit Missi,11,,1987,1985_1989,31.0,mDeplo (YouTube),True,True
c47O8r9iLxE.s4,detersivo Perlana Henkel,3,,1987,1985_1989,31.0,mDeplo (YouTube),True,True
c47O8r9iLxE.s5,shampoo New Dimension,3,,1987,1985_1989,31.0,mDeplo (YouTube),True,True
c47O8r9iLxE.s6,olio di oliva Dante,29,,1987,1985_1989,31.0,mDeplo (YouTube),True,True
c47O8r9iLxE.s7,yogurt Mandriot,29,,1987,1985_1989,31.0,mDeplo (YouTube),True,True
4dbIMGD9k_A.s0,olio Cuore,29,,1985,1985_1989,7.0,mDeplo (YouTube),True,True
4dbIMGD9k_A.s4,offerta amaro 18 Isolabella,33,,1985,1985_1989,32.0,mDeplo (YouTube),True,True
4dbIMGD9k_A.s5,concorso Pompelmo Dry Schweppes,32,,1985,1985_1989,18.0,mDeplo (YouTube),True,True
4dbIMGD9k_A.s6,promozione turistica Versilia - Cassa di risparmio di Lucca,35,,1985,1985_1989,31.0,mDeplo (YouTube),True,True
4dbIMGD9k_A.s7,Pasticceria Saronno Lazzaroni,30,,1985,1985_1989,17.0,mDeplo (YouTube),True,True
B5gXlfG7gxo.s3,Volkswagen Passat,12,,1992,1990_1994,31.0,mDeplo (YouTube),True,True
B5gXlfG7gxo.s4,"album ""Lacrime"" - Mia Martini - Fonitcetra",9,,1992,1990_1994,16.0,mDeplo (YouTube),True,True
B5gXlfG7gxo.s5,olio extra vergine di oliva Carapelli,29,,1992,1990_1994,16.0,mDeplo (YouTube),True,True
EVlyCA86s18.s3,"compilation ""Big One""",9,,1994,1990_1994,16.0,mDeplo (YouTube),True,True
EVlyCA86s18.s4,action figures Power Rangers Giochi Preziosi,28,,1994,1990_1994,31.0,mDeplo (YouTube),True,True
EVlyCA86s18.s5,promozione turistica Marocco,35,,1994,1990_1994,31.0,mDeplo (YouTube),True,True
EVlyCA86s18.s6,Nescafè Nestlè,30,,1994,1990_1994,30.0,mDeplo (YouTube),True,True
EVlyCA86s18.s7,Sanbittèr Sanpellegrino,32,,1994,1990_1994,16.0,mDeplo (YouTube),True,True
EVlyCA86s18.s8,yogurt Più&Più Prima colazione Yomo,29,,1994,1990_1994,31.0,mDeplo (YouTube),True,True
EVlyCA86s18.s12,abbigliamento Rifle,25,,1994,1990_1994,31.0,mDeplo (YouTube),True,True
EVlyCA86s18.s13,"compilation ""Più Dance""",9,,1994,1990_1994,16.0,mDeplo (YouTube),True,True
EVlyCA86s18.s16,omogeneizzati Progressi Mellin,5,,1994,1990_1994,21.0,mDeplo (YouTube),True,True
EVlyCA86s18.s17,birra analcolica Buckler,32,,1994,1990_1994,11.0,mDeplo (YouTube),True,True
EVlyCA86s18.s18,corsi Scuola Radio Elettra,41,,1994,1990_1994,31.0,mDeplo (YouTube),True,True
EVlyCA86s18.s22,shampoo Timotei,3,,1994,1990_1994,31.0,mDeplo (YouTube),True,True
EVlyCA86s18.s23,detersivo Ariel,3,,1994,1990_1994,31.0,mDeplo (YouTube),True,True
EVlyCA86s18.s24,Martini Bianco,33,,1994,1990_1994,30.0,mDeplo (YouTube),True,True
EVlyCA86s18.s26,crema fluida Nivea Body,3,,1994,1990_1994,21.0,mDeplo (YouTube),True,True
6m2TJTl_ebA.s2,GMS Gestione Mostre Settoriali,41,,1994,1990_1994,20.0,mDeplo (YouTube),True,True
6m2TJTl_ebA.s3,"album ""Salutm'a sord"" - Leone Di Lernia",9,,1994,1990_1994,16.0,mDeplo (YouTube),True,True
6m2TJTl_ebA.s4,pannolini Pampers,5,,1994,1990_1994,41.0,mDeplo (YouTube),True,True
6m2TJTl_ebA.s5,Canta Tu modello 1994 Giochi Preziosi (con Fiorello),28,,1994,1990_1994,31.0,mDeplo (YouTube),True,True
6m2TJTl_ebA.s12,mensile Grazia con Grazia Casa,16,,1994,1990_1994,15.0,mDeplo (YouTube),True,True
6m2TJTl_ebA.s14,offerte 8 giorni di follia Standa,35,,1994,1990_1994,21.0,mDeplo (YouTube),True,True
6m2TJTl_ebA.s15,servizio telefonico a pagamento Partytime Italia e L'appuntamento,38,,1994,1990_1994,31.0,mDeplo (YouTube),True,True
6m2TJTl_ebA.s18,rasoio Protector Wilkinson,8,,1994,1990_1994,11.0,mDeplo (YouTube),True,True
6m2TJTl_ebA.s22,Master Comunicazione d'Impresa Publitalia '80,41,,1994,1990_1994,32.0,mDeplo (YouTube),True,True
6m2TJTl_ebA.s23,vini Forza Azzurri Caldirola,33,,1994,1990_1994,16.0,mDeplo (YouTube),True,True
oorxoLkvRJE.s2,mensile Amica,16,,1987,1985_1989,31.0,mDeplo (YouTube),True,True
oorxoLkvRJE.s3,tonno Nostromo,29,,1987,1985_1989,32.0,mDeplo (YouTube),True,True
oorxoLkvRJE.s4,jeans Blooming,25,,1987,1985_1989,10.0,mDeplo (YouTube),True,True
oorxoLkvRJE.s5,concorso Domino Lavazza Pentatlon,30,,1987,1985_1989,33.0,mDeplo (YouTube),True,True
paXMO9VsFAI.s2,Volvo S40 e V40,12,,1997,1995_1999,30.0,mDeplo (YouTube),True,True
paXMO9VsFAI.s3,detersivo Lip Lanolina-nutriattiva,3,,1997,1995_1999,16.0,mDeplo (YouTube),True,True
paXMO9VsFAI.s4,anticalcare Calfort,3,,1997,1995_1999,15.0,mDeplo (YouTube),True,True
paXMO9VsFAI.s5,fusilli alla siciliana 4 Salti in padella Findus,30,,1997,1995_1999,31.0,mDeplo (YouTube),True,True
paXMO9VsFAI.s6,Carta blu delle vacanze Alpitour (con Emilio Fede),43,,1997,1995_1999,31.0,mDeplo (YouTube),True,True
paXMO9VsFAI.s7,pasta Barilla,30,,1997,1995_1999,31.0,mDeplo (YouTube),True,True
paXMO9VsFAI.s8,Lancia Y 16v,12,,1997,1995_1999,31.0,mDeplo (YouTube),True,True
paXMO9VsFAI.s9,spiedini Amadori,29,,1997,1995_1999,16.0,mDeplo (YouTube),True,True
paXMO9VsFAI.s10,dadi Star,30,,1997,1995_1999,15.0,mDeplo (YouTube),True,True
paXMO9VsFAI.s19,Rover 600,12,,1997,1995_1999,30.0,mDeplo (YouTube),True,True
paXMO9VsFAI.s20,cucine Febal,20,,1997,1995_1999,17.0,mDeplo (YouTube),True,True
paXMO9VsFAI.s21,Citroen Xantia,12,,1997,1995_1999,20.0,mDeplo (YouTube),True,True
paXMO9VsFAI.s22,stampante Epson Stylus Color 600,9,,1997,1995_1999,16.0,mDeplo (YouTube),True,True
paXMO9VsFAI.s23,Honda Civic 5 porte (♪ Musica: Carolyn's fingers - Cocteau Twins ♪),12,,1997,1995_1999,31.0,mDeplo (YouTube),True,True
paXMO9VsFAI.s24,Viaggi del Ventaglio,43,,1997,1995_1999,20.0,mDeplo (YouTube),True,True
paXMO9VsFAI.s28,olio di oliva Monini,29,,1997,1995_1999,31.0,mDeplo (YouTube),True,True
paXMO9VsFAI.s29,yogurt Parmalat,29,,1997,1995_1999,32.0,mDeplo (YouTube),True,True
paXMO9VsFAI.s30,Omnitel,38,,1997,1995_1999,31.0,mDeplo (YouTube),True,True
paXMO9VsFAI.s33,Polpapronta De Rica,30,,1997,1995_1999,30.0,mDeplo (YouTube),True,True
JNPGc5LT9nA.s2,Amaro Lucano,33,,1996,1995_1999,16.0,mDeplo (YouTube),True,True
JNPGc5LT9nA.s3,mensile Come vivere bene Mondadori,16,,1996,1995_1999,16.0,mDeplo (YouTube),True,True
JNPGc5LT9nA.s4,birra Heineken,32,,1996,1995_1999,30.0,mDeplo (YouTube),True,True
JNPGc5LT9nA.s5,scarpe Simod,25,,1996,1995_1999,16.0,mDeplo (YouTube),True,True
JNPGc5LT9nA.s6,Renault Twingo Benetton,12,,1996,1995_1999,20.0,mDeplo (YouTube),True,True
JNPGc5LT9nA.s7,"compilation ""Alba vol.4"" - Albertino - Radio Deejay",9,,1996,1995_1999,16.0,mDeplo (YouTube),True,True
JNPGc5LT9nA.s8,occhiali Vogue Luxottica,9,,1996,1995_1999,15.0,mDeplo (YouTube),True,True
JNPGc5LT9nA.s9,investimenti Mediolanum,36,,1996,1995_1999,31.0,mDeplo (YouTube),True,True
JNPGc5LT9nA.s10,dopobarba Denim Cult,3,,1996,1995_1999,30.0,mDeplo (YouTube),True,True
JNPGc5LT9nA.s13,Glade Deo-Spin Neutrafresh Johnson Wax,21,,1996,1995_1999,16.0,mDeplo (YouTube),True,True
JNPGc5LT9nA.s14,servizio Konexion ascensori Kone,37,,1996,1995_1999,31.0,mDeplo (YouTube),True,True
JNPGc5LT9nA.s15,mensile Tutto,16,,1996,1995_1999,15.0,mDeplo (YouTube),True,True
JNPGc5LT9nA.s16,whisky Jack Daniels,33,,1996,1995_1999,30.0,mDeplo (YouTube),True,True
JNPGc5LT9nA.s17,scarpe Valleverde Formula,25,,1996,1995_1999,17.0,mDeplo (YouTube),True,True
JNPGc5LT9nA.s18,Saab Serie 900,12,,1996,1995_1999,30.0,mDeplo (YouTube),True,True
JNPGc5LT9nA.s22,edizione romana Il Giornale,16,,1996,1995_1999,8.0,mDeplo (YouTube),True,True
JNPGc5LT9nA.s24,pneumatici Michelin Energy,12,,1996,1995_1999,11.0,mDeplo (YouTube),True,True
JNPGc5LT9nA.s26,Opel Astra,12,,1996,1995_1999,31.0,mDeplo (YouTube),True,True
JNPGc5LT9nA.s28,telefonate interurbane al costo delle urbane a Pasqua - Telecom Italia,38,,1996,1995_1999,41.0,mDeplo (YouTube),True,True
JNPGc5LT9nA.s30,wurstel Wudy Aia,29,,1996,1995_1999,15.0,mDeplo (YouTube),True,True
Nl-RcFJULGI.s1,spaghetti alle vongole 4 Salti in padella Findus,30,,2003,2000_2004,16.0,mDeplo (YouTube),True,True
Nl-RcFJULGI.s2,Toyota Corolla,12,,2003,2000_2004,31.0,mDeplo (YouTube),True,True
Nl-RcFJULGI.s4,PataSnella Pizzoli,29,,2003,2000_2004,21.0,mDeplo (YouTube),True,True
Nl-RcFJULGI.s12,pneumatici Michelin,12,,2003,2000_2004,16.0,mDeplo (YouTube),True,True
Nl-RcFJULGI.s13,Amaro Montenegro,33,,2003,2000_2004,16.0,mDeplo (YouTube),True,True
Nl-RcFJULGI.s14,Corso completo di scacchi DeAgostini,16,,2003,2000_2004,10.0,mDeplo (YouTube),True,True
Nl-RcFJULGI.s15,mele Melinda,31,,2003,2000_2004,16.0,mDeplo (YouTube),True,True
XxDK-1iG_kc.s1,tinta Expression Garnier,3,,1993,1990_1994,21.0,mDeplo (YouTube),True,True
XxDK-1iG_kc.s2,dentifricio Mentadent DS,3,,1993,1990_1994,20.0,mDeplo (YouTube),True,True
XxDK-1iG_kc.s3,Pinot di Pinot Gancia,33,,1993,1990_1994,8.0,mDeplo (YouTube),True,True
XxDK-1iG_kc.s4,Speedy Pizza Frendies Findus,29,,1993,1990_1994,31.0,mDeplo (YouTube),True,True
XxDK-1iG_kc.s5,scarpine Chicco,25,,1993,1990_1994,31.0,mDeplo (YouTube),True,True
XxDK-1iG_kc.s9,Golia ActivBlu Perfetti,30,,1993,1990_1994,31.0,mDeplo (YouTube),True,True
XxDK-1iG_kc.s10,bagnoschiuma Vidal,3,,1993,1990_1994,31.0,mDeplo (YouTube),True,True
XxDK-1iG_kc.s12,appretto Stira e Ammira Johnson Wax,3,,1993,1990_1994,8.0,mDeplo (YouTube),True,True
XxDK-1iG_kc.s13,Canta con Luna Fabbri Editori,16,,1993,1990_1994,31.0,mDeplo (YouTube),True,True
XxDK-1iG_kc.s14,detersivo Lip,3,,1993,1990_1994,40.0,mDeplo (YouTube),True,True
XxDK-1iG_kc.s15,tende da sole Arquati,22,,1993,1990_1994,31.0,mDeplo (YouTube),True,True
XxDK-1iG_kc.s16,raccolta punti Vileda e Wettex,21,,1993,1990_1994,11.0,mDeplo (YouTube),True,True
